method, cores, time
93,3285,85350,1260714,10871742,54586161,159818688,273378694,273376196,159818440,54574824,10876078,1261215,85046,3397,77,1,1.2481
93,3285,85350,1260714,10871742,54586161,159818688,273378694,273376196,159818440,54574824,10876078,1261215,85046,3397,77,4,0.208739
93,3285,85350,1260714,10871742,54586161,159818688,273378694,273376196,159818440,54574824,10876078,1261215,85046,3397,77,8,0.205804
93,3285,85350,1260714,10871742,54586161,159818688,273378694,273376196,159818440,54574824,10876078,1261215,85046,3397,77,12,0.198355
93,3285,85350,1260714,10871742,54586161,159818688,273378694,273376196,159818440,54574824,10876078,1261215,85046,3397,77,1,0.683856
93,3285,85350,1260714,10871742,54586161,159818688,273378694,273376196,159818440,54574824,10876078,1261215,85046,3397,77,2,0.371925
93,3285,85350,1260714,10871742,54586161,159818688,273378694,273376196,159818440,54574824,10876078,1261215,85046,3397,77,4,0.233821
93,3285,85350,1260714,10871742,54586161,159818688,273378694,273376196,159818440,54574824,10876078,1261215,85046,3397,77,8,0.205499
93,3285,85350,1260714,10871742,54586161,159818688,273378694,273376196,159818440,54574824,10876078,1261215,85046,3397,77,16,0.191673
93,3285,85350,1260714,10871742,54586161,159818688,273378694,273376196,159818440,54574824,10876078,1261215,85046,3397,77,32,0.182993
93,3285,85350,1260714,10871742,54586161,159818688,273378694,273376196,159818440,54574824,10876078,1261215,85046,3397,77,1,0.70271
93,3285,85350,1260714,10871742,54586161,159818688,273378694,273376196,159818440,54574824,10876078,1261215,85046,3397,77,2,0.41101
93,3285,85350,1260714,10871742,54586161,159818688,273378694,273376196,159818440,54574824,10876078,1261215,85046,3397,77,4,0.216416
93,3285,85350,1260714,10871742,54586161,159818688,273378694,273376196,159818440,54574824,10876078,1261215,85046,3397,77,8,0.207817
93,3285,85350,1260714,10871742,54586161,159818688,273378694,273376196,159818440,54574824,10876078,1261215,85046,3397,77,16,0.1993
93,3285,85350,1260714,10871742,54586161,159818688,273378694,273376196,159818440,54574824,10876078,1261215,85046,3397,77,32,0.187701
